Guid,Name,Type,BillingStreet,BillingCity,BillingState,BillingPostalCode,BillingCountry,BillingLatitude,BillingLongitude,BillingGeocodeAccuracy,ShippingStreet,ShippingCity,ShippingState,ShippingPostalCode,ShippingCountry,ShippingLatitude,ShippingLongitude,ShippingGeocodeAccuracy,Phone,Fax,Website,Industry,AnnualRevenue,NumberOfEmployees,Description,IsCustomerPortal,Jigsaw,JigsawCompanyId,AccountSource,SicDesc,IsBuyer,ccrz__CustomField1__c,ccrz__CustomField2__c,ccrz__DataId__c,ccrz__PreventAddrBookSave__c,ccrz__PreventNewAddrCheckout__c,ccrz__PreventNewBillAddrCO__c,ccrz__SourceSystem__c,ccrz__TaxExemptAccount__c,ccrz__UsedByCloudcraze__c,SBQQ__AssetQuantitiesCombined__c,SBQQ__CoTermedContractsCombined__c,SBQQ__CoTerminationEvent__c,SBQQ__ContractCoTermination__c,SBQQ__IgnoreParentContractedPrices__c,SBQQ__PreserveBundle__c,SBQQ__PriceHoldEnd__c,SBQQ__RenewalModel__c,SBQQ__RenewalPricingMethod__c,SBQQ__TaxExempt__c,CorporateLocations__c,FranchiseLocations__c,TaxID__c,BillingEmail__c,Test_Field__c,Custom_Account_Picklist__c,Project_Based__c,Primary_Use_Case__c,JJ__c
c23c5a54-9c08-4c1b-894a-9fde70dac4c3,Wikizz,Customer,120 Park Ave FL 6,New York,NY,10017-5592,United States,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.917.663.2000,#N/A,#N/A,Higher Education,7.3908E10,#N/A,Leza College of Engineering is the leader in Higher Education in New York,false,#N/A,#N/A,#N/A,#N/A,false,#N/A,#N/A,#N/A,false,false,false,#N/A,false,false,false,false,#N/A,Never,false,true,#N/A,Contract Based,Same,No,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,Skip
a4a86458-9c7a-4b39-bb02-b3c408f98e1a,IHG Hotels & Resorts,Prospect,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Hospitality,#N/A,9636,#N/A,false,#N/A,#N/A,#N/A,#N/A,false,#N/A,#N/A,#N/A,false,false,false,#N/A,false,false,false,false,#N/A,Never,false,true,#N/A,Contract Based,Same,No,2950.0,3000.0,73-6482303,accounting@ihg.com.invalid.invalid,#N/A,#N/A,false,#N/A,Skip
c0d8f6b6-44a7-40f9-a219-ddba28b10ecc,Oloo,Customer,100 Ne Adams St,Peoria,IL,61629-0002,United States,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.309.675.1000,#N/A,#N/A,Automotive,4.7011E10,#N/A,Carthage Automotive is the leader in Automotive in Peoria,false,#N/A,#N/A,#N/A,#N/A,false,#N/A,#N/A,#N/A,false,false,false,#N/A,false,false,false,false,#N/A,Never,false,true,#N/A,Contract Based,Same,No,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,Skip
fe83115d-1b24-4ca4-951f-9dbf397747e6,Plambee,Customer,75716,Paris,Paris,#N/A,France,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Agriculture,7.9457611E7,#N/A,Sto Plains Holdings is the leader in Agriculture in Paris,false,#N/A,#N/A,#N/A,#N/A,false,#N/A,#N/A,#N/A,false,false,false,#N/A,false,false,false,false,#N/A,Never,false,true,#N/A,Contract Based,Same,No,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,Skip
dc879b26-eef5-4a42-9f54-2f6391bb5444,Aibox,Customer,23 Lundy Av,Kingsgrove,NSW,1480,Australia,#N/A,#N/A,#N/A,23 Lundy Av,Kingsgrove,NSW,1480,Australia,#N/A,#N/A,#N/A,(02) 6082 8265,#N/A,#N/A,Technology,2.21928169E8,#N/A,Spacely Sprockets is the leader in Technology in Kingsgrove,false,#N/A,#N/A,#N/A,#N/A,false,#N/A,#N/A,#N/A,false,false,false,#N/A,false,false,false,false,#N/A,Never,false,true,#N/A,Contract Based,Same,No,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,Skip
d26c9074-769f-4dd3-b822-08762ec5f435,Digitube,Prospect,1295 State St,Springfield,MA,01111-0001,United States,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.413.788.8411,#N/A,#N/A,Manufacturing,1.9687E10,#N/A,Sirius Cybernetics Corporation is the leader in Manufacturing in Springfield,false,#N/A,#N/A,#N/A,#N/A,false,#N/A,#N/A,#N/A,false,false,false,#N/A,false,false,false,false,#N/A,Never,false,true,#N/A,Contract Based,Same,No,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,Skip
14232913-25fb-45b0-9545-dc09cf9efc49,Quinu,Customer,7 W 7th St,Cincinnati,OH,45202-2424,United States,#N/A,#N/A,#N/A,701 W Georgia St,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.513.579.7000,#N/A,#N/A,Non Profit,2.7079E10,#N/A,Capitol Museum of Art is the leader in Non Profit in Cincinnati,false,#N/A,#N/A,#N/A,#N/A,false,#N/A,#N/A,#N/A,false,false,false,#N/A,false,false,false,false,#N/A,Never,false,true,#N/A,Contract Based,Same,No,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,Skip
ad8f7837-d32f-413c-b3c4-b90bb36895cc,Wordtune,Prospect,1 Infinite Loop,Cupertino,CA,95014-2083,United States,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.408.996.1010,#N/A,#N/A,Transportation,2.33715E11,#N/A,Sweetwine Car Service is the leader in Transportation in Cupertino,false,#N/A,#N/A,#N/A,#N/A,false,#N/A,#N/A,#N/A,false,false,false,#N/A,false,false,false,false,#N/A,Never,false,true,#N/A,Contract Based,Same,No,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,Skip
dd3330be-ca21-4cb4-8acb-59e3a29631ed,Agimba,Customer,18 McMahon Dr,Ballan,VIC,3342,Australia,#N/A,#N/A,#N/A,18 McMahon Dr,Ballan,VIC,3342,Australia,#N/A,#N/A,#N/A,(03) 8664 6673,#N/A,#N/A,Apparel,5.29570951E8,#N/A,Minuteman Cafe is the leader in Apparel in Ballan,false,#N/A,#N/A,#N/A,#N/A,false,#N/A,#N/A,#N/A,false,false,false,#N/A,false,false,false,false,#N/A,Never,false,true,#N/A,Contract Based,Same,No,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,Skip
25254a31-a371-4798-9125-8dd8efd28636,Six Flags Entertainment,Prospect,#N/A,#N/A,TX,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Entertainment,#N/A,#N/A,#N/A,false,#N/A,#N/A,#N/A,#N/A,false,#N/A,#N/A,#N/A,false,false,false,#N/A,false,false,false,false,#N/A,Never,false,true,#N/A,Contract Based,Same,No,26.0,0.0,12-3456789,ap@sixflags.com,#N/A,#N/A,false,#N/A,Skip
96f71fc6-a2ff-454d-a3ed-d3b3813f52f9,Tagopia,Customer,1 Toyota-Cho,Tokyo,#N/A,#N/A,Japan,#N/A,#N/A,#N/A,4 Riverside Rd,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Technology,6.30331409E8,#N/A,Widget Corp is the leader in Technology,false,#N/A,#N/A,#N/A,#N/A,false,#N/A,#N/A,#N/A,false,false,false,#N/A,false,false,false,false,#N/A,Never,false,true,#N/A,Contract Based,Same,No,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,Skip
844d1cc6-6523-47cb-b87e-e468f1f558c7,Sample Account for Entitlements,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,#N/A,#N/A,#N/A,false,#N/A,#N/A,#N/A,false,false,false,#N/A,false,false,false,false,#N/A,Never,false,false,#N/A,#N/A,Same,No,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,Skip
29ca5f3e-f69b-43c5-96db-f0fcb2934ade,Centimia,Customer,10 Farm Springs Rd,Farmington,CT,06032-2577,United States,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.860.728.7000,#N/A,#N/A,Transportation,5.6098E10,#N/A,Tungsten Security Services is the leader in Transportation in Farmington,false,#N/A,#N/A,#N/A,#N/A,false,#N/A,#N/A,#N/A,false,false,false,#N/A,false,false,false,false,#N/A,Never,false,true,#N/A,Contract Based,Same,No,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,Skip
7b6f29f1-9b56-46d6-a777-3f4829315a80,Test Test,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,#N/A,#N/A,#N/A,false,#N/A,#N/A,#N/A,false,false,false,#N/A,false,false,false,false,#N/A,Never,false,true,#N/A,Contract Based,Same,No,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,Skip
38bf9300-9c15-4194-be3f-40a09810853a,Oozz,Customer,170 W Tasman Dr,San Jose,CA,95134-1706,United States,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.408.526.4000,#N/A,#N/A,Higher Education,4.9161E10,#N/A,Franklin Research College is the leader in Higher Education in San Jose,false,#N/A,#N/A,#N/A,#N/A,false,#N/A,#N/A,#N/A,false,false,false,#N/A,false,false,false,false,#N/A,Never,false,true,#N/A,Contract Based,Same,No,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,Skip
26cf9f56-af40-4006-a72a-74def8d502ed,Vitz,Customer,3135 Easton Tpke,Fairfield,CT,06828-0001,United States,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.203.373.2211,#N/A,#N/A,Technology,1.17386E11,#N/A,"Signal Processing, LLC is the leader in Technology in Fairfield",false,#N/A,#N/A,#N/A,#N/A,false,#N/A,#N/A,#N/A,false,false,false,#N/A,false,false,false,false,#N/A,Never,false,true,#N/A,Contract Based,Same,No,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,Skip
18a7397f-0192-45a2-ac8c-167a41ea8cb9,Popeyes,Customer,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Restaurant,#N/A,#N/A,#N/A,false,#N/A,#N/A,#N/A,#N/A,false,#N/A,#N/A,#N/A,false,false,false,#N/A,false,false,false,false,#N/A,Never,false,true,#N/A,Contract Based,Same,No,30.0,3072.0,12-3456789,billing@popeyes.co,#N/A,#N/A,false,#N/A,Skip
ad4efe8f-969d-45a6-8367-92d37737206b,Voolia,Customer,"16, bd des Italiens",Paris,Paris,#N/A,France,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Healthcare,7.76395463E8,#N/A,SS South is the leader in Healthcare in Paris,false,#N/A,#N/A,#N/A,#N/A,false,#N/A,#N/A,#N/A,false,false,false,#N/A,false,false,false,false,#N/A,Never,false,true,#N/A,Contract Based,Same,No,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,Skip
20284815-0924-4bf1-8ad5-42311d6ade31,Skinte,Customer,9900 Bren Rd E Ste 300w,Minnetonka,MN,55343-9693,United States,#N/A,#N/A,#N/A,P.O. BOX 1459,Minneapolis,MN,55440-1459,US,#N/A,#N/A,#N/A,1.952.936.1300,#N/A,#N/A,Shipping,1.57107E11,#N/A,"Input, Inc. is the leader in Shipping in Minnetonka",false,#N/A,#N/A,#N/A,#N/A,false,#N/A,#N/A,#N/A,false,false,false,#N/A,false,false,false,false,#N/A,Never,false,true,#N/A,Contract Based,Same,No,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,Skip
0b1a2991-fee3-4caa-928a-de5c51300fd4,Avaveo,Customer,7601 Penn Ave S,Richfield,MN,55423-3683,United States,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.612.291.1000,#N/A,#N/A,Services,3.9528E10,#N/A,"Kustodial Services, LLC is the leader in Services in Richfield",false,#N/A,#N/A,#N/A,#N/A,false,#N/A,#N/A,#N/A,false,false,false,#N/A,false,false,false,false,#N/A,Never,false,true,#N/A,Contract Based,Same,No,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,Skip
c7717326-09af-4348-b090-e4be2dac6029,Chatterpoint,Customer,980 Great West Road,Middlesex,London,#N/A,United Kingdom,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Healthcare,8.9244318E7,#N/A,TF South is the leader in Healthcare in Middlesex,false,#N/A,#N/A,#N/A,#N/A,false,#N/A,#N/A,#N/A,false,false,false,#N/A,false,false,false,false,#N/A,Never,false,true,#N/A,Contract Based,Same,No,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,Skip
d4cf901d-979f-4292-a395-1f2faf558b4f,Gabtune,Prospect,1234 Hilltop Road,Broomfield,Colorado,80020,USA,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,(720) 562-5896,#N/A,#N/A,Healthcare,#N/A,#N/A,Adams Household is the leader in Healthcare in Broomfield,false,#N/A,#N/A,#N/A,#N/A,false,#N/A,#N/A,#N/A,false,false,false,#N/A,false,false,false,false,#N/A,Never,false,true,#N/A,Contract Based,Same,No,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,Skip
58fcb992-01d9-44fc-af97-1bdec9cada6b,Bluejam,Customer,348 St Kilda Road,Melbourne,VIC,3004,Australia,#N/A,#N/A,#N/A,348 St Kilda Road,Melbourne,VIC,3004,Australia,#N/A,#N/A,#N/A,(03) 7876 8876,#N/A,#N/A,Food & Beverage,5.73645303E8,#N/A,Globex Corporation is the leader in Food & Beverage in Melbourne,false,#N/A,#N/A,#N/A,#N/A,false,#N/A,#N/A,#N/A,false,false,false,#N/A,false,false,false,false,#N/A,Never,false,true,#N/A,Contract Based,Same,No,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,Skip
37afb168-f0e8-423a-a651-bf9649ca6220,Tagtune,Customer,8200 Jones Branch Dr,Mc Lean,VA,22102-3107,United States,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.703.903.2000,#N/A,#N/A,Hospitality,6.3491E10,#N/A,Decorum Interior Design is the leader in Hospitality in Mc Lean,false,#N/A,#N/A,#N/A,#N/A,false,#N/A,#N/A,#N/A,false,false,false,#N/A,false,false,false,false,#N/A,Never,false,true,#N/A,Contract Based,Same,No,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,Skip
217f512a-ace2-4a1b-9a0c-005f95f1aa95,Layo,Customer,1030 Delta Blvd,Atlanta,GA,30354-1989,United States,#N/A,#N/A,#N/A,P.O. BOX 20706,Atlanta,GA,30320-6001,US,#N/A,#N/A,#N/A,1.404.715.2600,#N/A,#N/A,Shipping,4.0704E10,#N/A,Taggart Transcontinental is the leader in Shipping in Atlanta,false,#N/A,#N/A,#N/A,#N/A,false,#N/A,#N/A,#N/A,false,false,false,#N/A,false,false,false,false,#N/A,Never,false,true,#N/A,Contract Based,Same,No,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,Skip
01d60599-0870-4bce-a802-e1079d380e84,Brightdog,Customer,3010 Briarpark Dr,Houston,TX,77042-3706,United States,#N/A,#N/A,#N/A,P.O. BOX 4428,Houston,TX,77210-4428,US,#N/A,#N/A,#N/A,1.281.293.6600,#N/A,#N/A,Hospitality,1.00949E11,#N/A,Your Lesiure Microtels is the leader in Hospitality in Houston,false,#N/A,#N/A,#N/A,#N/A,false,#N/A,#N/A,#N/A,false,false,false,#N/A,false,false,false,false,#N/A,Never,false,true,#N/A,Contract Based,Same,No,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,Skip
366f30ac-06fa-4d07-bd6a-526f628d72f9,Roomm,Prospect,151 Farmington Ave,Hartford,CT,06156-0001,United States,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.860.273.0123,#N/A,#N/A,Energy,6.03365E10,#N/A,Initrode is the leader in Energy in Hartford,false,#N/A,#N/A,#N/A,#N/A,false,#N/A,#N/A,#N/A,false,false,false,#N/A,false,false,false,false,#N/A,Never,false,true,#N/A,Contract Based,Same,No,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,Skip
95e92fce-4b5c-4931-a868-bba192e83b93,Fliptune,Customer,8111 Westchester Dr # 600,Dallas,TX,75225-6142,United States,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.214.981.0700,#N/A,#N/A,Media,3.4292E10,#N/A,Mammoth Pictures is the leader in Media in Dallas,false,#N/A,#N/A,#N/A,#N/A,false,#N/A,#N/A,#N/A,false,false,false,#N/A,false,false,false,false,#N/A,Never,false,true,#N/A,Contract Based,Same,No,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,Skip
deb2643f-e4b0-4a03-bbfd-99725a62a149,Blognation,Customer,1 Johnson and Johnson Plz,New Brunswick,NJ,08933-0002,United States,#N/A,#N/A,#N/A,P.O. BOX 767,Neenah,WI,54957-0767,US,#N/A,#N/A,#N/A,1.732.524.0400,#N/A,#N/A,Financial Services,7.0074E10,#N/A,Budgetworks is the leader in Financial Services in New Brunswick,false,#N/A,#N/A,#N/A,#N/A,false,#N/A,#N/A,#N/A,false,false,false,#N/A,false,false,false,false,#N/A,Never,false,true,#N/A,Contract Based,Same,No,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,Skip
c3076775-5b66-4d58-b7f0-b929ed4c6273,McDonalds,Prospect,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Restaurant,#N/A,205000,#N/A,false,#N/A,#N/A,#N/A,#N/A,false,#N/A,#N/A,#N/A,false,false,false,#N/A,false,false,false,false,#N/A,Never,false,true,#N/A,Contract Based,Same,No,2636.0,36059.0,62-0234622,ap@mcdonalds.com.invalid.invalid,#N/A,#N/A,false,#N/A,Skip
fb34e24e-1cca-4e8a-8b72-95e624019ae4,Wordware,Prospect,066 Grayhawk Road,Flushing,NY,11355,United States,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Utilities,1.5566896E7,#N/A,#N/A,false,#N/A,#N/A,#N/A,#N/A,false,#N/A,#N/A,#N/A,false,false,false,#N/A,false,false,false,false,#N/A,Never,false,true,#N/A,Contract Based,Same,No,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,Skip
2a22faa3-d4ca-4f26-9f87-5bc6f4d5603a,Browsecat,Customer,6 Rush St,Woollahra,NSW,2025,Australia,#N/A,#N/A,#N/A,6 Rush St,Woollahra,NSW,2025,Australia,#N/A,#N/A,#N/A,(02) 8325 6428,#N/A,#N/A,Insurance,9.43474187E8,#N/A,Rouster and Sideways is the leader in Insurance in Woollahra,false,#N/A,#N/A,#N/A,#N/A,false,#N/A,#N/A,#N/A,false,false,false,#N/A,false,false,false,false,#N/A,Never,false,true,#N/A,Contract Based,Same,No,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,Skip
d4b666ab-eebe-48a0-87e8-51c29d6522d9,AMC Entertainment,Customer,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Entertainment,#N/A,4408,#N/A,false,#N/A,#N/A,#N/A,#N/A,false,#N/A,#N/A,#N/A,false,false,false,#N/A,false,false,false,false,#N/A,Never,false,true,#N/A,Contract Based,Same,No,978.0,0.0,12-3456789,billing@amc.com,#N/A,#N/A,false,#N/A,Skip
9012b860-a22c-4bc3-8153-993c20d04218,Topiclounge,Customer,54 McLaren Street,North Sydney,NSW,2060,Australia,#N/A,#N/A,#N/A,54 McLaren Street,North Sydney,NSW,2060,Australia,#N/A,#N/A,#N/A,(02) 8592 7342,#N/A,#N/A,Consulting,4.528576E8,#N/A,Demo Company is the leader in Consulting in North Sydney,false,#N/A,#N/A,#N/A,#N/A,false,#N/A,#N/A,#N/A,false,false,false,#N/A,false,false,false,false,#N/A,Never,false,true,#N/A,Contract Based,Same,No,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,Skip
0b42366e-682c-4195-bfa4-2d3fcaef7c5c,Tazzy,Prospect,1000 Lowes Blvd,Mooresville,NC,28117-8520,United States,#N/A,#N/A,#N/A,P.O. BOX 1000,Mooresville,NC,28115-1000,US,#N/A,#N/A,#N/A,1.704.758.1000,#N/A,#N/A,Consumer Goods,5.9074E10,#N/A,Finley Companies is the leader in Consumer Goods in Mooresville,false,#N/A,#N/A,#N/A,#N/A,false,#N/A,#N/A,#N/A,false,false,false,#N/A,false,false,false,false,#N/A,Never,false,true,#N/A,Contract Based,Same,No,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,Skip
80f61ccd-99bb-4427-bcfe-8ab4525641b4,Saint Mary's College,Customer,#N/A,#N/A,IN,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Education,#N/A,350,#N/A,false,#N/A,#N/A,#N/A,#N/A,false,#N/A,#N/A,#N/A,false,false,false,#N/A,false,false,false,false,#N/A,Never,false,true,#N/A,Contract Based,Same,No,1.0,0.0,12-3456789,accounting@saintmarys.edu,#N/A,#N/A,false,#N/A,Skip
076542db-b683-4cfb-970f-9db92e5b1727,Thoughtstorm,Customer,3 Myra St,Wahroonga,NSW,2076,Australia,#N/A,#N/A,#N/A,3 Myra St,Wahroonga,NSW,2076,Australia,#N/A,#N/A,#N/A,(02) 7820 8765,#N/A,#N/A,Technology,3.45972597E8,#N/A,Nordyne Defense Dynamics is the leader in Technology in Wahroonga,false,#N/A,#N/A,#N/A,#N/A,false,#N/A,#N/A,#N/A,false,false,false,#N/A,false,false,false,false,#N/A,Never,false,true,#N/A,Contract Based,Same,No,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,Skip
bad389f6-e263-4c09-bfb4-0d16f88c1b41,Thoughtworks,Customer,19 Airlie Cr,Cecil Hills,NSW,2171,Australia,#N/A,#N/A,#N/A,19 Airlie Cr,Cecil Hills,NSW,2171,Australia,#N/A,#N/A,#N/A,(02) 8210 6814,#N/A,#N/A,Healthcare,2.35005519E8,#N/A,NC North is the leader in Healthcare in Cecil Hills,false,#N/A,#N/A,#N/A,#N/A,false,#N/A,#N/A,#N/A,false,false,false,#N/A,false,false,false,false,#N/A,Never,false,true,#N/A,Contract Based,Same,No,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,Skip
b411ef6e-3022-43ee-b553-40d3ff2e8b85,Dazzlesphere,Prospect,1585 Broadway,New York,NY,10036-8200,United States,#N/A,#N/A,#N/A,200 George Street,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.212.761.4000,#N/A,#N/A,Automotive,3.7897E10,#N/A,"Clearcoat, LLC is the leader in Automotive in New York",false,#N/A,#N/A,#N/A,#N/A,false,#N/A,#N/A,#N/A,false,false,false,#N/A,false,false,false,false,#N/A,Never,false,true,#N/A,Contract Based,Same,No,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,Skip
d023f5b9-1c83-466d-b922-630f7ec2dceb,Flipbug,Prospect,"1006, Oaza Kadoma",Osaka,#N/A,#N/A,Japan,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Healthcare,7.41215097E8,#N/A,TSM South is the leader in Healthcare,false,#N/A,#N/A,#N/A,#N/A,false,#N/A,#N/A,#N/A,false,false,false,#N/A,false,false,false,false,#N/A,Never,false,true,#N/A,Contract Based,Same,No,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,Skip
687ec0e4-c6b9-4e70-a0f4-f1094656bbb6,Edgeclub,Customer,2455 Paces Ferry Rd SE,Atlanta,GA,30339-1834,United States,#N/A,#N/A,#N/A,P.O. BOX 105715,Atlanta,GA,30348-5715,US,#N/A,#N/A,#N/A,1.770.433.8211,#N/A,#N/A,Services,8.8519E10,#N/A,"Cashless Systems, Inc. is the leader in Services in Atlanta",false,#N/A,#N/A,#N/A,#N/A,false,#N/A,#N/A,#N/A,false,false,false,#N/A,false,false,false,false,#N/A,Never,false,true,#N/A,Contract Based,Same,No,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,Skip
d9104446-70d4-463d-ae1e-3485b7a6fa74,Rhynyx,Customer,120 Monument Cir Ste 200,Indianapolis,IN,46204-4902,United States,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.317.488.6000,#N/A,#N/A,Consumer Goods,7.91565E10,#N/A,Kellerman Corp. is the leader in Consumer Goods in Indianapolis,false,#N/A,#N/A,#N/A,#N/A,false,#N/A,#N/A,#N/A,false,false,false,#N/A,false,false,false,false,#N/A,Never,false,true,#N/A,Contract Based,Same,No,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,Skip
01344150-6523-4ab5-a6bd-5f4f4994885f,Kamba,Prospect,2030 Dow Ctr,Midland,MI,48674-1500,United States,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.989.636.1000,#N/A,#N/A,Technology,4.8778E10,#N/A,Computico Labs is the leader in Technology in Midland,false,#N/A,#N/A,#N/A,#N/A,false,#N/A,#N/A,#N/A,false,false,false,#N/A,false,false,false,false,#N/A,Never,false,true,#N/A,Contract Based,Same,No,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,Skip
d76c61e6-6647-4252-942f-1e9ad16b1557,Edgepulse,Customer,30 Avenue Montaigne,Paris,Paris,#N/A,France,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Healthcare,5.25079613E8,#N/A,St. Francis South Side is the leader in Healthcare in Paris,false,#N/A,#N/A,#N/A,#N/A,false,#N/A,#N/A,#N/A,false,false,false,#N/A,false,false,false,false,#N/A,Never,false,true,#N/A,Contract Based,Same,No,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,Skip
